,Comment,Label
47,Cho mình hỏi là làm cách nào Jessica bầu 8 tháng có thể nhảy lên con sâu được ạ?,neutral
48,phê phê phê sẽ đi xem lại,positive
49,"Nói p1 thì coi với mình ngủ gật, chán nhưng qua tới p2 thì quá hay, phải coi lại p1 lần nữa",positive
50,"Làm vé imax phê vãi luôn, đúng là xứng đáng từng đồng",positive
51,"xem phim tình tiết chậm vs dài lê thê, nam chính được buff thái quá, phe phản diện hoàn toàn là 1 lũ phế vật chỉ biết nằm chờ chết, build phản diện quá kém thiếu đầu óc, tỏ ra nguy hiểm hết đủ loại nhân vật những mọi thứ cực kỳ dễ dàng, k nhầm cả phim phe Paul chết đúng vài người ở phân cảnh tập kích Hakonen khai thác đầu tiên, sau đó cho đến cuối k chết hay gặp khó khăn bất kỳ 1 chút móng tay nào để kết phim , nếu ngay từ đầu Paul đồng ý uống crystal của Water White thì phim đã kết thúc!! khen nhạc phim hay, hoành tráng cảnh quay đẹp, còn lại điểm phế! tình cờ hqua đọc được ở đâu là siêu phẩm bằng Lord of the Ring vs AVG end game lại :((( 1 sự khập khiếng đến nực cười, chưa bằng 1 góc nhỏ của Lord of the Ring huyền thoại!!!",negative
52,Mn nên xem imax của cgv nhé xem phải gọi là đỉnh của đỉnh luôn ấy,positive
53,"tuy nhiên khúc đánh nhau với đội Quân của Hoàng Đế hơi miễn cưỡng nha, quân Hoàng Đế gì mà yếu như sên vậy, còn lại thì đúng là quá tuyệt vời :))",negative
55,":))) Skill ""sư tử hống"" của phù thủy lần nào cũng làm cả rạp giật mình. Một số shot quay rất nghệ làm mình liên tưởng đến Trương Nghệ Mưu",positive
57,Tao buồn đái mà không dám đi phải nhịn tới hết phim mới dám đi 🤣🤣..hay vcđ,positive
58,Nhịp phim hơi nhanh! Với cốt truyện đồ sộ như Dune có lẽ phải 3-4 tập mới xong 1 phần cốt truyện.,neutral
59,"“Số liệu: theo ước tính thận trọng nhất, ta đã giết sáu mươi mốt tỷ người, triệt hạ chín mươi hành tinh, phá hủy hoàn toàn năm trăm hành tinh khác. Ta đã quét sạch tín đồ của bốn mươi tôn giáo vốn đã tồn tại từ thuở…”

“Lũ vô đạo!” Korba phản đối. “Thảy đều là những kẻ vô đạo!”

“Không,” Paul đáp. “Là những tín đồ.”

“Chúa công đang đùa rồi,” Korba nói, giọng run run. “Thánh Chiến đã đưa mười ngàn thế giới vào ánh sáng chói lòa của…”

“Vào bóng tối,” Paul nói. “Phải một trăm thế hệ nữa chúng ta mới phục hồi được từ Thánh Chiến của Muad’Dib. Ta không tưởng tượng nổi sẽ có người có thể vượt qua điều này.” Tiếng cười gay gắt thoát ra từ cổ họng của chàng.

nếu có phần ngoại truyện về thánh chiến về các chiến dịch chinh phạt dưới ngọn cờ Muad’Dib thì hẳn sẽ làm rõ hơn cái dụng ý tác giả",positive
60,Chỉ có 2 bộ phim làm mình ấn tượng tới nỗi xem xong đi vào trong giấc mơ luôn là Avatar 1 và Dune 2.,positive
61,phim quá ngắn xem vẫn chưa đã,negative
62,Mad Max Fury Road chắc ra chuồng gà mà bảo từ Chúa Nhẫn :)),negative
63,"3 tiếng t ngồi im ru không nhúc nhích, thật sự quá hoành tráng, choáng ngợp.❤  phải ra rạp lần 2 mới đã cái nư",positive
65,"Bữa xem p1 ở nhà xong ra rạp xem luôn p2, hiểu được mạch phim tuyến nhân vật
Xem IMAX quá đã, bối cảnh hùng vĩ và quá hoành tráng, các tình tiết về đức tin tôn giáo, thủ đoạn chính trị giữa các gia tộc vừa xem vừa suy nghĩ, phim kết thúc rồi về nhà vẫn suy nghĩ về câu chuyện của Dune",positive
66,Ta nói âm thanh phim này phải gọi là đỉnh của đỉnh. Đúng là trải nghiệm nghe nhìn được nâng tầm. 1 đối thủ nặng ký của Oscar,positive
67,"Hôm nay xem xong, về tổng quan đúng là rất hay và đã, đỉnh nhất là âm thanh hay ma mị và các góc quay hoành tráng, về nội dùng thì có điểm mình thấy chưa thoả mãn là xây dựng nhân vật ""anh họ"" khá hùng hồn như kiểu một ác nhân tầm cỡ mà chưa thể hiện được mấy đã hẹo.",positive
68,"phim quá epic, chỉ tiếc không được xem trên imax cho đã chứ bối cảnh hình ảnh trong phim quá choáng ngợp luôn",positive
69,"cách bày tỏ đức tin của stilgar nó cứ bị buồn cười ấy, khi mà Paul usul giết thằng cháu xong mọi người đang ngây ra thì ông stilgar hét 1 phát :))",negative
70,Lần đầu tiên có phim khiến tui muốn đi xem lại,positive
71,Phim phải nói là quá hay luôn,positive
72,"hay thì có hay nhưng hơi overate, không có cửa so với Batman hay Inception",negative
73,"phim chán òm, không như mong đợi,",negative
74,"vừa xem IMAX về, chọn IMAX đúng là quá chính xác ko phí 1đ. Xem xong ko chờ đc đến p3 huhu. Cx may coi p1 rồi nên ko thấy khó hiểu, phần hình ảnh quá xuất sắc. Kiểu phải thốt lên, phim viễn tưởng tg lai phải trông như thế này này.",positive
75,Nhịp phim khá chậm so với phim viễn tưởng thông thường nhưng cái không khí phim đem lại thực sự làm mình bị chìm đắm vào vào :)) thực sự phim này xem imax quá đã về hình ảnh và âm thanh,positive
76,"Đã xem 2 lần rạp thường và chuẩn bị đi xem lại imaxx. Ngồi trong rạp mà xúc động vãi. Huhu. Cảm thấy bản thân quá quá may mắn khi được thưởng thức 1 tác phẩm quá xuất sắc như thế này. Trời ơi, ước tất cả người thân của mình đều được trải nghiệm cảm giác điện ảnh tuyệt vời như thế này.",positive
77,Mê Dune bởi choáng ngợp khi xem Imax. Quá đỉnh,positive
78,Chăc có mình tui thấy phim cứ chầm chậm nhịp phim làm buồn ngủ. 😂,negative
79,Đi xem Dune ko uổng phí 1s nào. Đúng nghĩa trải nghiệm điện ảnh. Màu phim đẹp mê,positive
80,Chưa xem p1 đi xem phần hai liệu có ổn k ạ 😅,neutral
81,"Dune 2 kể về paul atreides về hành trình phục hưng gia tộc và kiểm soát nguồn hương dược để chiếm quyền kiểm soát nguồn nguyên liệu làm chocolate lớn nhất ngân hà, paul sau này mở nhà máy sản xuất chocolate lớn nhất ngân hà và đổi tên thành willy wonka🐧",neutral
83,Phim này phản diện lãng xẹt thật chớ mấy cảnh chiến đấu thì giả chân gì đâu.,negative
84,Tác hại của ma túy 😟,negative
85,Chơi hương dược chưa đã anh ý chơi luôn chất dịch của sâu cát thế là anh ý hóa thần 🤣😊,neutral
86,Đúng chuẩn cuộc chiến giữa các vì sao bản mới quá hoành tráng 😮,positive
87,Phim hay 👍,positive
88,phim quá hay . ❤❤❤ ko còn mỹ từ nào để diễn tả . tôi thấy hay hơn avatar 2 .😊😊😊😊,positive
90,"phần này xem sao không thấy hay nhỉ, đánh nhau không hoành tráng bằng phần 1",negative
91,Thích cái cách mà main thay đổi sau khi uống nước sâu.,positive
93,Công nhận hay nhưng còn lâu mới bằng chúa nhẫn,positive
95,"Xem siêu sến, đầy phân đoạn dài lê thê và rất cringe, nội dung thì dễ đoán. Không hiểu sao được tung hô lên mây, đúng là thời buổi đói phim, khán giả ngày càng dễ tính 😂",negative
97,"phim này đúng kiểu ko có điểm yếu nào luôn, quan trọng là có hợp với gu với nhu cầu của mình hay ko thôi, nếu ko hợp thì nó chắc chắn ko hay, còn nếu hợp thì bạn đã có một trải nghiệm đỉnh cao của điện ảnh",positive
98,"tôi hối hận vì đã xem phim này 
vì bây giờ coi lại không thể có cảm xúc như lúc đầu nữa 
phim quá hay diễn biến và các sự kiện diễn ra trong phim rất chặt chẽ không thừa không thiếu",positive
99,"Mình thích mọi thứ về phim này, trừ Zendaya. 😂 có ai thấy giống mình ko? Chứ Zendaya diễn cứ sao sao á, mình ko cảm được! Cứ hay đơ đơ, nhưng có lúc lại có như hơi lố! 😂 Cảm nhận cá nhân thôi nha!",negative
100,Nhữhg đoạn đối thoại khiến t phải tua đi tua lại. Quá cuống,negative
2,Phần 3 rất ok nhưng 4 thì :)),negative
3,Tai Lung của tao đâu ngầu thế mà lại bị Zen cướp mất thần long đại hiệp 😢,neutral
5,"Xâu dựng Chameleon thành kẻ theo đuổi danh vọng và quyền lực đến mức rũ bỏ cả bản thân với Po muốn rời bỏ vị trí là Thần Long Đại Hiệp để thắp sáng tiềm năng của thế hệ tiếp theo thì tuyệt hơn nhiều, tiếc là phản diện nông quá.",negative
6,"Lời nguyền số 4, bất cứ trilogy nào cũng khó làm thêm 1 phần nữa",negative
12,"Đúng kiểu vắt sữa luôn, phản diện k đc chăm chút, các nhân vật có ít đất diễn",negative
13,"Nói thật là ""Phần 4"" là cạn nước , cạn mắm rồi!
- Nhưng rõ ràng hoàn toàn có thể khai thác ""Ngũ đại hiệp - support"" -- Đội du côn có thể đánh tiếp một cách hay hơn!
Chứ đánh nhau ít quá! hơi thất vọng",negative
14,"Sự hài hước đến từ sự vô tri của 1 bầy thú😂😂😂. Xem đến giữa phim thì thấy chả khác gì Zotopia, có mỗi thủ phạm là được biết trước rồi😢. Còn cái quan trọng là ý nghĩa của phần này với phần 1 có vẻ tương phản, trong khi phần 1 thì là chính mình, phần này thì bắt mình phải thay đổi😅. Với nhân vật ham ăn chơi, thích thể hiện bản thân thì 90 phút để thay đổi là quá ít😞😒😂",negative
15,"Phim này hay là do đội lồng tiếng lồng toàn từ hot trend vào, nói chung đội lồng tiếng quá gánh bộ phim",positive
16,"Mình chưa xem Kungfu Panda series TV nên có lẽ sẽ không biết nhưng nghiêm túc nhé, Tai Lung vẫn chưa chết mà? Phần 1 Po sử dụng chiêu đấy chỉ đưa hắn vào Linh giới (nói thiệt thì cái thời đó nghĩ hắn hẹo rồi vì đã có linh giới quái đâu), đến phần 3 với sự xuất hiện của Kai cho chúng ta biết rằng cái chiêu giữ ngón tay chỉ đưa 1 người vào linh giới chứ không hẳn là giết họ giống như cách Po tự đưa mình vào đó rồi tự đi ra bằng xương bằng thịt. Mình xem qua trailer thì thấy được rằng đầu p4 Tai Lung được đưa lên cũng là một thân xác bằng xương bằng thịt như thế nhưng tại sao ở cuối phần này Tai Lung lại tự nguyện quay về linh giới? Tại sao Tai Lung, một nhân vật có đủ điều kiện để làm lại cuộc đời như thế lại bị phim ném ngược về nơi không thuộc về hắn vậy? Nói thật đến giờ vẫn thấy cay giùm Tai Lung ở p1 (mình cũng chưa xem p4 luôn nên mong được giải đáp)",negative
17,"Xem để vui vẻ, giải trí nên chấm 7/10
Còn lý do chán do po quá out trình nên phản diện quá yếu so với quảng cáo và kỳ vọng )))",positive
18,"Phim này nếu là 1 phim riêng thì k tệ, nhưng theo cả series đang hay thì lại thành dở.",neutral
19,"Cá nhân mình thấy cốt truyện càng về sau càng nhanh, kiểu chạy cho xong mạch phim vậy. Mà rõ là trailer khá hay, mong chờ rồi thất vọng đi về. Zhen phản bội lại sư phụ mình quá nhanh, kiểu vì một hạt đào của Po mà quay lưng lại sư phụ á? Dù biết sư phụ mình sai, nhưng phản bội đã rồi quay lưng lại giúp Po nó không hợp lý. Rồi tự nhiên khi không triệu hồi TaiLung mới vừa kêu Po không xứng đáng, tí hồi lại công nhận Master... nó không cần thiết ấy. Như phần 3 Po hi sinh rồi quay lại học được khí, Shifu công nhận nó làm tự nhiên hợp lí hơn.",negative
20,Đi coi vì anh Liêm,neutral
21,"Mình nghĩ mọi người đừng đánh giá phim của con nít bằng con mắt của người lớn, phim cho trẻ con nó phải có phần đơn giản dễ hiểu, đi kèm bài học nhẹ nhàng. 
Không thể tăm tối, và đầy âm mưu như người lớn được",positive
22,"Cảm giác phản diện quá yếu so vs po mà 2 ô bố vs bé cáo xin po đừng đi chết=)), po out trình hoàn toàn luôn ấy, đoạn cuối cầm trượng shutdown trong 1 nốt nhạc",negative
23,"Cố ko xem leak để tối nay vừa đi coi về.

+ Thứ nhất, theo mình đó lại là 1 vấn đề khá rõ ràng ở mạch cảm xúc của nhân vật. Có đoạn Po đứng ra giảng đạo lý nhưng phim lại ko đưa được cái cảm xúc của Po lên cao trào. Và đặc biệt, con cáo (tên gì mik quên r) lại có một mạch cảm xúc xuyên suốt phần giữa phim khá là rời rạc, sau khi lấy đc cái trượng linh hồn của Po thì có một ít hối lỗi nhưng vừa thế xong thì lại có một biểu cảm như mình chưa làm gì sai, đến sau đó một lúc khi con thằn lằn đang dùng cái trượng linh hồn để lần lượt lấy sức mạnh của Tai Lung, Kai, ... thì cô cáo ban nãy giờ xoay 180° có lại cảm xúc hối lỗi và chạy đi cản Po.

+ Thứ 2 là mấy phân cảnh đấm đá nhau, chủ yếu là Po ăn hành, ko phải chủ yếu nữa mà là tất cả mới đúng. Nhân vật phản diện khi ấy gần như ăn chắc phần thắng r thì đùng 1 cái lại bị hạ siêu chóng vánh, có khi đúng 1 chiêu là hẹo luôn :VV

+ Thứ 3, Tai Lung returns của t đâu :000

Còn lại thì mik thấy khá ổn và ko đến mức để chê, ko uổng công cố cả tuần ko xem leak",positive
24,"Thôi thì sau phần này cũng hết sữa rồi , phim kungfu mà đánh nhau không phê lắm",negative
25,Dở hay ko tôi cũng chả biết nữa tôi chỉ xem và cảm nhận những cái hài hước và tích cực,positive
26,Riêng một người bị overthinking như tao thì trước hết nói về bài học nên thay đổi bản thân thì tao không còn gì để nói. Có những mảng hài dù vô lí vl nhưng nó hài. Khá tiếc vì không có the Five trong đây. Nhưng điều làm tao cảm động là hai người cha đều yêu thương con. Bài học trong đây là ai cũng có thể được tỏa sáng dù xuất thân như thế nào.,positive
27,Ê nếu phim mà để cho con mẹ tắc kè này điều khiển tâm trí và khơi dậy lòng hận thù của họ vs Po ngay ở đầu phim thì chắc chắn sẽ thấy đc dã tâm của ả. Rồi cuối phim mới dùng thần long khí chữa lành tâm ma của bọn phản diện thì sẽ hay hơn.,neutral
29,"Mình ra rạp trong tâm thế bồi hồi tuổi thơ và niềm yêu thích dành cho phim. Trước khi ra rạp còn coi lại mấy phần cũ. Vậy mà coi xong sầu thiệt sự, đúng kiểu vắt sữa. Nsx hoàn toàn có thể làm phim tốt lên dc mà ko hiểu sao lại vậy. Kịch bản tiềm năng quá trời mà rốt cuộc đầu voi đuôi chuột. Đẻ ra vấn đề đúng nhiều, xong giải quyết rất chuối.

Phản diện, buff lên qtqđ, hút hết tất cả các chiêu của các master, hút luôn của Po nhưng lại bị tiêu diệt bởi ""sức mạnh của tình bạn"". Xong background nv cũng ko rõ ràng, động cơ cũng vậy. Nvat hồi đầu rõ mạnh mà giải quyết thì Skadoosh. Hết

Zhen quay xe trở mặt như chong chóng, đang thiện đùng cái ác, rồi đùng cái quay đầu hướng thiện.

Furious 5 ko xuất hiện thì thôi coi như cắt giảm chi phí đi. Nhưng mà TaiLung bất hạnh làm cameo thì thiệt là khổ thân. Phần 1 bị Shifu làm mất niềm tin, nay Phần 4 bị nsx lợi dụng câu fame để hút fan cũ, bưng vô trailer và poster các kiểu, rốt cuộc..


Nhưng mà nói chung thì coi giải trí thì vẫn ổn, ai chưa xem thì có thể lựa ngày happy day của rạp để trải nghiệm cho đỡ tiếc nè. Vì âm thanh và nhạc phim khá là hay, nghe ở rạp phê lắm. Nhất là giọng của ba của Po, do thầy White lồng tiếng.",negative
30,"Tổng thể phim ổn 
Cốt truyện hời hợt 
Đánh trùm ko đủ đã hơi ngắn
Kết quả của việc vắt sữa mà còn cắt giảm kinh phí 
Tóm lại là NSX quá tham",positive
31,Kết thúc ở p3 là hay rồi p4 k hay,neutral
32,"Tuyến truyện phát triển tiếp Po trở thành sư phụ là ổn, tuy nhiên mối liên kết giữa Zhen và Po quá nhanh, phản diện mờ nhạt, tuyến chuyện từ 2 người bố có thể bỏ.",negative
33,Nếu phim cho Tai Lung ở 1 trạng thái điên cuồng comeback đấm cho tắc kè sập mặt rồi đi kiếm Po báo thù thì nó sẽ epic vcl. Trong lúc Po giao chiến vs Tai Lung thì con tắc kè thừa cô hội hút hồn Tai Lung như vậy mới hợp logic,positive
34,Khuyên thật là các bạn không nên xem phim này. Nó thực sự là một bộ phim vắt sữa chính hiệu.,positive
36,Xem xong hi vọng k có phần 5.. vắt sữa là rõ 😢,negative
37,"Thà bà tắc kè bắt ngũ đại hào kiệt để master Po bắt buộc phải đi cứu họ. Chả biết với sự đe doạ nào mà để Po phải đích thân đi để rồi bị gọi là ""non""",negative
38,Đáng ra sau phần 3 phần này phải khai thác sâu hơn mối tình cảm của hổ tỉ vs poo chứ. Mất công xây dựng có chiều sâu ở phần 2 vs phần 3 xong vứt mẹ nó đi. Éo hiểu mấy ông đạo diễn vs biên kịch nghĩ cái éo gì. Ý tưởng người kế nghiệp nên đc khai thác sau khi poo lập gia đình. Khi đó lấy bối cảnh poo đã có tuổi thì poo mới có nhiều động cơ để phát triển tìm người kế nghiệp nó mới hợp lí. Hỏng hết cả 1 franschis đỉnh cao. Mấy phim hollywood dạo gần đây rất là dở nhá. Có mỗi oppenhimmer vs dune là đỉnh cao thực sự. Toàn phí tiền đi đâu đâu ấy,negative
39,Phim nào cũng báo kinh phí 200-250m$ mà cuối cùng kĩ xảo lẫn kịch bản đều thua godzilla minus one có 15m$. Đúng là tư bản dư tiền càng ngày càng chán,negative
40,"Chính xác là quá hụt hẫng so với kỳ vọng rất nhiều. Đặc biệt la cái việc bỏ đi ngũ hiệp mà lại thêm vào cái việc hai ông già đi tìm con, trong khi Po đã quá trưởng thành, mấy phần trước trong khi Po vẫn còn chưa hoàn thiện thì cũng chưa thấy hai ông già lo như z, chi tiết đó quá thừa,",negative
42,"1 triplogy có 2 quy luật
Thứ nhất, phần 2 luôn là phần hay nhất
Thứ hai, chỉ cần ra phần 4 là dở tệ",negative
43,"nếu phân đoạn đánh phản diện theo 1 kịch bản khác, thì có lẽ đã khác, phản diện mới đầu debut mạnh mẽ, lãnh thụ tinh hoa của tất cả các võ sư nhưng chỉ thua sau đúng 1 đòn thần long đại hiệp của 1 cô cáo mới học chiêu được 3 ngày. Rất là nhạt!!!",negative
44,Tôi đã ngồi xem credits và tôi thấy có Jimmy (mr.beast) trong credit kung fu panda 4,neutral
45,"về mặt giải trí thì phim làm tốt, cả gia đình đi xem phim thì hợp lí",positive
46,Liệu có kung fu panda 5 không ad ơi 😢,neutral
47,Vắt hết sữa rồi..,negative
49,"Phần này cái kết quá lãng xẹt, nhân vật Zhen tưởng là chính mà lại như phụ, mọi biến chuyển của nhân vật đều cực kì khó hiểu và vội vàng",negative
50,Nói chung là kungfu Panda hay nhất là phần 1 thôi mấy phần kia không còn hay lắm,negative
51,"kêu phim hài còn nhẹ =]] 2/3 đầu phim như mớ hỗn độn , phần cuối phim thì thui , nói mớ hỗn độn thì nhẹ quá , xem mà chán gì đâu , chắc kungfu panda chỉ có 2 phần :)) 3 4 ko đáng gọi là kungfu panda",negative
52,"Lúc đầu xem mọi người chê cũng rén nhưng mà ra rạp chả phim nào coi cả nên xem đại. Xong kiểu bị wow luôn vì phim giải trí cực mà mn chê hơi nặng lời, đúng là phần cuối đánh nhau hơi ít chắc do kinh phí tèo hơn mấy phần trc nhưng mà phần này thấy giải trí nhất trong all các phần lun ấy",positive
54,đam mê kungfu mà sau khi hấp thụ 1 đống kungfu cái đi biến thành con quái vật vô tri :))),negative
55,"mình cảm giác như phân đoạn bà Tắc Kè trở thành một mớ hổ lốn bẹo hình bẹo dạng nó như nói lên cái việc khi mà con người ta tham lam quá, cái gì cũng muốn mang vào người thì cuối cùng sẽ là ""biến tướng, biến chất"" đúng nghĩa đen lẫn nghĩa bóng luôn.",negative
56,"kết cái câu ""kungfu panda chưa bao giờ chỉ đơn thuần là một bộ phim giải trí"". cái đó mới là thứ khiến t muốn xem rạp chứ nếu chỉ đơn thuần là hài hước thì thôi đơi khi nào lên web rồi xem vui vui cũng đc",neutral
57,phim hay nè,positive
58,Từ phần 3 đã thấy không còn hay rồi. Phần này hút máu là chủ yếu. Lãng phí,negative
61,"Mình không đánh giá cao phần này , nó giống bị vắt sữa hơn là một bộ tiền truyện , cảm giác hơi phí tiền 😢(ykr)",negative
62,"Sai lầm khi chọn xem bản thuyết minh, dùng toàn ngôn từ của VN, chán",negative
63,"Cảnh final battle xem như Po nhường phản diện ý, còn Zhen thì tự nhiên múa đc chiêu của cây trượng thì đúng kiểu wtf luôn. Từ đầu gặp phản diện nếu lấy lại đc cây trượng Po dùng trượng đập luôn thì combat này đúng 1 phút endgame",negative
64,"Theo nhận xét của tớ , panda dành cho trẻ em nên với tôi thì cái kết khá nhanh và cũng không động lại.nhưng cái kết ấy,tớ đã thật sự thấy 1 pô khác không phải một pô vụng về cũng không phải 1 pô lười nhát,kiểu nó cho thấy pô trưởng thành hơn hẳn yyy.với phân cảnh cuối bộ 5 quay về xúc động vãi",positive
65,Đối với mình xem từ phần 1 đến phần 4 thì có hơi chút hụt hẫng nhưng nhận ra phim này dành cho trẻ en nên cũng thấy bình thường,neutral
66,"Tôi đã xem cả 3 phần trước nhiều lần (có cả DVD và web), sau khi xem phần 4, cơ bản: phim vẫn vui vẻ, xem lồng tiếng của nhóm Đạt Phi rất tuyệt, nhiều câu chuyển thể vần điệu rất trend. Dù màn combat cuối chưa được mãn nhãn cho lắm, nhưng vẫn là đúng chất Kungfu Panda, vẫn có tính giáo dục, vẫn là hướng thiện thắng ác.
Thông điệp phim vẫn có: dù ta giỏi thế nào, thì đến 1 thời điểm nào đó, nên nhường lại vị trí đó cho người khác kế thừa, và chuyển qua hỗ trợ cho họ. Bài học lớn dành cho những kẻ tham quyền cố vị. Bên cạnh đó, đó chính là ""gậy ông đập lưng ông"" với việc sử dụng 3 nguyên tắc của kẻ phản diện để diệt nó.
Chỉ tò mò là credit giai điệu Baby One more time vang lên có ý đồ gì đây?
Với mình thì có lẽ serie này đã đến lúc kết thúc. Khi xem, đúng là cảm giác hơi thiếu thốn, hụt hẫng, chuyển biến nhanh quá.",positive
67,nên để gấu trúc tìm tình yêu của minh như vậy còn có cái khai thác,neutral
68,Phim này theo tui thì chỉ hài với ấn tượng bài Baby one more time thuiii chứ kiểu đánh bại con tắc kề nhanh quá=((( Tui kiểu hơi hụt hẫng ấy tại nó hút hết linh hồn của mấy ô kia rùi mà bị đánh bại nhanh vc=)) Nhm với những người chưa xem p1 p2 p3 thì chắc sẽ thấy hay ( YKR),negative
69,Ông Jack Black đúng hài 😂,positive
70,"Vắt kiệt rồi 😢,ko thấy wow như kungfu 1",negative
71,Po có quá trẻ để truyền ngôi ko???,negative
73,"Phim không dở do chúng ta lớn quá nhanh, quá để ý tiểu tiết. Chúng ta hãy nhìn những đứa con, em chúng ta xem các bé cười khoái chí rồi hẳn đánh giá",neutral
74,Đơn giản tên phim là kunfu panda chứ không phải là kunfu zen-chan 🤣🤣,neutral
75,"Lúc xem phim t mang theo tâm thế là phim hoạt hình dành cho trẻ em và cũng từng xem hết cả 3 phần phim trc thì t thấy phim cũng ổn mà nhỉ, vượt hơn cả kì vọng của t, đối tượng phim hướng đến là trẻ em nên ng lớn nên có cái nhìn thoáng hơn về bộ phim chứ ạ. Lúc t đi xem chắc phải full rạp là trẻ em, tất cả đều hoan hỉ vui vẻ vì mấy trò vô tri của Po😂",positive
76,"Thế quái nào mà Kai có thể hiện về được nhỉ :)))
Po cho hắn bay màu trong linh giới ở phần 3 rồi mà",neutral
78,sao mn chê vậy 😢 Mình thấy phim rất hay,positive
82,"phim vui , giải trí khá ổn",positive
83,sữa nhạt toẹt,negative
84,Phim vắt sữa đỡ nhất trong những phim bị vắt sữa tui từng thấy 👌🏻,negative
85,"Từ lúc thấy phản diện, trong đầu mình đã nghĩ kịch bản sẽ kiểu như phản diện hoá thân rồi lừa để chia rẽ, làm lục đục nội bộ các thứ. Nghĩ v xong mình lại tự cười vì nghĩ phim cho trẻ con thì cái plot đó cx quá dark và hơi khó để solve problems rồi. Ai dè cái plot và hướng hành động, suy nghĩ của phản diện nó như 1 trò hề luôn 🙂",negative
86,Họ đang cố vắt sữa từ một con bò già . Để rồi  ko còn sữa họ lại mổ nó ra để lấy ít thịt khi mà con bò chỉ còn ra bọc xương.,negative
87,"Bộ phim nên cho gấu trúc có thêm 1 đứa con. Sau đó đứa con sẽ làm cái bóng của cha. Bị thât bại và kungfu lại biến mất. Đến một thời điểm nào đó, biến cố nào đó giúp đứa con tìm ra bản ngã của mình và ....😁😁😁😁",neutral
90,"Phần 4 thật sự là không hề chỉn chu tí nào, trong khi đơn cử là phần 3 đến giờ xem lại cảnh làng gấu trúc cứu Po mà xúc động muốn khóc thì phần 4 này chẳng có gì đọng lại. Tất cả câu chuyện của tất cả nhân vật đều sơ sài, xử lý qua loa và bị gom chung vào nồi rồi đảo đều như cháo vậy. Tiếc nhất là phản diện Pháp sư Tắc Kè có rất nhiều điểm có thể khai thác nhưng cuối cùng còn không thể nào đứng chung mâm với những phản diện mùa trước.",negative
91,"T vừa xem xong và thật sự là thất vọng, nhất là cảnh đánh nhau ở cuối, quá ngắn, quá vội vàng, thực sự là ko có j để nói",negative
92,"Nói thật nhé, phản diện chính của bộ phim này hoàn toàn có cơ hội để trở nên cực kỳ nguy hiểm, ko hiểu sao nhà làm phim lại lãng phí vậy. Một người có thể biến thành hình dạng các nhân vật khác mà không dùng triệt để sức mạnh đó để thao túng người khác ? Chưa cần đến khả năng hút sức mạnh, chỉ cần muôn hình vạn trạng đã cực nguy hiểm rồi. Đã thế sử dụng sức mạnh hút được cũng chẳng linh hoạt, vừa mới hút xong chưa kịp bung thì đã bị tiêu diệt rồi. Mà nói thật, bả mới kịp cướp cái mỏ sắt à",negative
93,"3 phần trước hay bao nhiêu thì phần này tệ bấy nhiêu
3 phần trước đánh nhau xem đã con mắt thì phần này đánh như phủi bụi
3 phần trước cũng có đạo lí nhưng nó hợp lí, cân đối, còn phần này đạo lí lắm thì vl mà còn kiểu sến sến. nhân vật mới thì thật sự méo có gì là nổi bật. Tuyến truyện của  Phản diện thì  kể qua loa trong vài lời thoại, cũng chẳng có điểm gì nổi bật. Đoạn combat cuối thì cụt ngủn, phản diện thua xàm vd :)),
Là 1 fan của panda từ khi còn nhỏ đến bây giờ thì phải nói quá thất vọng về phần 4 này. Phần này có lẽ chỉ dành cho con nít xem hoặc là những người chưa xem các phần trước thôi",negative
94,"Haizz, tôi đã mong chờ phần mới này như thế nào, các phần trước đã quá hay để mà so sánh với phần này, cả sự đầu tư chỉnh chu từ phần nhạc nền phim, diễn viên lồng tiếng, cốt truyện đều  không bằng các phần trước, hụt hẫng thật sự😢, tới phần 3 đã quá hay rồi mà lại tới phần này...😵‍💫, chắc ô làm phim hết tiền đầu tư😅. Có cách nào để nhà làm phim lắng nghe được những lời phàn nàn, thỉnh cầu hãy đầu tư phim kỹ lưỡng hơn được không? Bao lâu cũng có thể chờ được chỉ mong được bộ phim chất lượng chứ không phải kiểu mỳ ăn liền đi theo thương hiệu như vậy, nếu như vậy thà đừng ra phim còn hơn, please👏",negative
95,"Những gì hay nhất ở trailer rồi. Phim như hạch. Kịch bản lỏng lẻo, nội dung và xây dựng nhân vật quá hời hợt thiếu chiều sâu. Phản diện nhạt nhòa cùng mục đích nhảm shit. Hài hước cũng chả cứu đc vì ko duyên như những phần trước và có phần gượng gạo",negative
96,bây giờ muốn cứu cái vũ trụ này chắc phải làm phim của tailung mới cứu đc,negative
97,"-có lẽ mng đều quên câu nói cũ của ogway rằng nếu như con có một hạt đào con không thể ép nó trở thành cây táo được mà con chỉ có đào mà thôi
-phần 4 thì po và sifu lại nói hãy làm một hạt đào nếu nghĩ kĩ về câu trên của ogway thì sẽ thấy hơi khó chịu với kungfu panda 4 kiểu phần 1 và 4 hơi mâu thuẫn với nhau í sự phát triển của sifu dường như bị thụt lùi",negative
98,boss yếu xìu,negative
99,Chết rồi lôi dậy vắt sữa😊,negative
